garment_type,order_quantity,num_stitch_operations,target_sewing_time_mins
Kurti,969,11,1597.4
Dress,3717,15,9136.33
T-Shirt,3815,6,2068.79
Hoodie,2326,21,7492.18
Jeans,266,18,497.66
Uniform,4938,18,10629.21
Blazer,2058,24,10114.22
Kurti,4194,12,7328.06
Uniform,3460,14,7743.57
Hoodie,1961,22,6151.27
Kurti,3948,11,6027.11
Kurti,524,16,986.9
Shirt,2803,12,2668.15
Shirt,948,9,991.2
Jeans,2016,13,3527.59
Trouser,1455,15,2482.39
Jeans,4621,18,8994.83
T-Shirt,4884,7,2919.86
Shirt,4952,8,4901.73
T-Shirt,2987,7,1661.24
Uniform,1537,18,3196.68
Shirt,1597,8,1417.17
Kurti,2843,11,4673.13
Blazer,301,27,1551.65
Dress,2048,18,4629.89
Dress,4151,19,10192.3
Jacket,2798,22,11455.11
Dress,3452,20,8920.75
Uniform,3093,14,6239.58
Hoodie,3198,19,10155.49
Blazer,2690,27,14474.75
Jeans,4497,14,7876.48
T-Shirt,1039,5,573.96
Jacket,2142,29,10568.84
Hoodie,1183,21,3474.9
Uniform,301,13,624.07
Jacket,2096,25,8829.85
T-Shirt,154,7,72.6
Kurti,3470,11,5926.33
Trouser,2710,13,4354.16
Jacket,127,26,490.69
Trouser,3729,13,5523.7
Hoodie,3777,17,10849.01
Trouser,4628,15,7798.88
Uniform,2365,15,5202.08
Uniform,4221,14,9434.94
Jeans,4474,16,9063.32
Blazer,2676,24,14349.47
Jacket,2909,26,12954.78
Kurti,2320,13,3696.52
Jeans,2542,13,4876.67
Dress,1909,20,4778.97
Trouser,4106,15,6052.71
T-Shirt,2397,5,1247.47
Kurti,720,12,1122.62
Dress,1167,19,3151.97
Uniform,1538,15,3256.08
T-Shirt,3471,7,1917.46
Trouser,3914,13,5404.49
Dress,1503,19,3626.0
Uniform,3516,18,7605.07
Kurti,4328,16,7172.53
Jacket,2843,28,11939.64
Uniform,4190,18,9853.69
Shirt,4985,10,4669.51
Kurti,4492,16,6998.64
Dress,3347,20,7617.54
Shirt,2174,8,2119.13
T-Shirt,1048,7,723.65
Jacket,1734,22,7812.78
Kurti,4317,10,6632.2
Trouser,3142,11,4681.7
T-Shirt,2698,5,1421.14
Jacket,3140,20,12479.25
Jeans,454,17,896.4
Uniform,1006,15,1947.6
Kurti,3728,16,6297.73
Dress,2523,14,6262.83
Jeans,566,15,1017.89
Trouser,4130,13,6337.2
T-Shirt,2084,6,1252.84
Hoodie,3775,20,11593.86
Blazer,284,27,1639.28
T-Shirt,154,5,65.42
Jacket,3390,24,16253.53
Jeans,2190,12,4102.3
Trouser,2909,11,4535.98
Shirt,926,9,963.89
Hoodie,3887,18,11151.78
Dress,1733,15,3845.08
Hoodie,1294,19,4094.75
Jeans,1006,18,1975.8
T-Shirt,3925,8,2084.85
Dress,3161,14,6603.73
Dress,4771,14,10527.77
Trouser,3492,15,5522.35
Uniform,2541,13,5143.82
Shirt,1580,9,1453.31
Jeans,4310,12,8312.2
Hoodie,4258,17,13241.46
Kurti,3609,15,6071.47
Blazer,1887,25,9063.2
Dress,3304,17,8007.38
Shirt,2965,9,3081.2
Jeans,2650,12,4936.34
Dress,3369,16,7816.54
Uniform,3600,18,7425.48
Dress,849,18,2143.18
Hoodie,4236,17,12579.71
Shirt,295,10,268.05
Uniform,4229,18,9010.77
Jeans,4817,15,9213.55
Trouser,1780,11,2683.87
Blazer,4057,24,22512.98
Jeans,2043,13,3501.69
Hoodie,1151,17,3687.29
Shirt,2356,10,2060.94
Blazer,2591,22,12272.67
Jacket,4053,25,18919.88
Kurti,748,10,1061.45
T-Shirt,2201,8,1257.4
Kurti,2399,15,4468.18
Kurti,2451,13,3642.07
Jeans,4163,17,8796.68
Dress,3724,14,8777.22
Kurti,4627,14,7012.44
Hoodie,3187,21,10247.31
Trouser,4253,10,6485.8
Blazer,1137,28,6427.74
Dress,4104,19,10002.04
Jacket,4002,20,16818.41
Hoodie,2515,19,6899.33
Shirt,1606,10,1574.93
T-Shirt,1170,7,641.75
Hoodie,4110,19,12637.61
Shirt,4282,9,3870.96
Uniform,552,18,1236.74
Shirt,4500,12,4825.69
Jacket,3602,21,16805.37
Trouser,3298,14,5417.41
Hoodie,3591,18,9734.86
Shirt,4835,12,5235.98
Dress,4307,16,9570.69
Uniform,1359,14,3078.04
Jeans,3302,17,6771.61
Hoodie,4780,21,14005.54
Shirt,1592,9,1496.96
Blazer,1060,24,5552.41
Blazer,2744,28,16362.4
Jacket,1925,22,7800.39
Hoodie,3870,20,12199.96
Uniform,3226,13,6770.5
Jacket,4159,25,19183.37
Trouser,3241,11,5162.18
Blazer,4962,28,26286.29
Jeans,1459,15,3091.06
Blazer,2712,23,13312.22
T-Shirt,2704,7,1647.76
Jeans,3658,16,6659.34
Uniform,3834,15,7545.63
Hoodie,3733,21,12597.92
Jeans,2119,18,4339.19
Shirt,1292,9,1244.78
Uniform,1523,17,3007.46
Jacket,2266,23,9737.59
Jeans,1193,17,2232.57
Shirt,280,11,285.01
Hoodie,1663,18,5219.76
T-Shirt,2457,6,1406.63
Blazer,1117,26,5980.76
Kurti,857,13,1433.25
Shirt,1899,11,1650.24
Blazer,3653,22,16653.47
Jacket,1551,20,6439.07
Uniform,3230,12,6504.75
Dress,1111,18,2642.04
Jeans,3818,12,7575.04
Kurti,1088,12,1860.51
T-Shirt,2177,5,1347.01
Jeans,2595,12,4382.9
T-Shirt,176,5,93.05
T-Shirt,4661,6,2769.06
Jacket,2837,28,12557.0
T-Shirt,3586,8,2016.13
Jeans,522,15,1001.36
Uniform,4987,14,9907.69
Blazer,246,25,1212.52
Trouser,2982,14,4303.78
Jeans,3300,15,6381.26
Jeans,2807,18,6136.88
Kurti,3515,15,6080.89
Blazer,3165,26,17599.95
Dress,3078,19,7823.24
Kurti,4582,10,6487.8
Dress,118,20,329.77
Jacket,464,25,1896.93
Hoodie,4413,20,13980.12
Blazer,955,23,4953.29
Trouser,1942,14,2801.01
Hoodie,4650,21,14225.31
Shirt,4406,10,4090.47
Shirt,1174,9,1163.37
Hoodie,3481,22,10402.48
Dress,1045,14,2285.29
Jacket,2147,24,8648.82
Dress,1757,17,3865.66
Shirt,4053,12,4145.48
Trouser,697,10,968.64
Kurti,3139,11,4573.15
Hoodie,2138,18,6052.37
Shirt,1441,9,1262.98
Dress,2130,19,5368.88
Kurti,717,16,1365.88
Jacket,4302,20,19018.72
Trouser,4979,12,6928.21
Shirt,2773,9,2379.35
Blazer,2689,28,14717.16
Shirt,2650,9,2564.82
Hoodie,2841,17,8747.23
Uniform,1731,14,3703.99
T-Shirt,4018,8,2369.12
Trouser,2122,10,2997.27
Jacket,2611,27,12855.69
Hoodie,4755,18,13333.59
Hoodie,3536,16,9651.41
Hoodie,3511,21,10900.23
Jeans,3614,18,7632.28
Uniform,405,13,866.58
Jeans,1064,15,2125.19
T-Shirt,2352,5,1282.36
T-Shirt,735,7,389.57
Trouser,4323,11,5720.27
T-Shirt,4393,8,2664.13
Shirt,2463,8,2403.98
Blazer,1141,28,6675.69
Kurti,546,11,823.97
Jacket,1434,25,6599.71
Jacket,3279,23,13918.65
Kurti,2203,13,3416.76
Trouser,3021,10,3944.01
Blazer,3576,24,19264.14
Kurti,2657,10,4064.03
Blazer,1497,28,8505.51
T-Shirt,3184,8,2000.65
Kurti,1763,12,2876.33
Kurti,3252,12,4807.41
Shirt,327,9,302.14
Uniform,4583,18,10601.91
Shirt,3635,12,3966.06
Dress,859,19,2146.0
Shirt,1588,10,1607.29
Trouser,559,10,814.43
Shirt,2390,12,2358.56
Jacket,2235,23,10696.67
Blazer,3809,28,20597.9
Uniform,3234,12,6206.78
Trouser,4796,13,7138.56
Uniform,4678,14,9756.86
Dress,2294,18,5566.35
Jeans,2549,13,4417.13
Trouser,4523,10,6241.63
Kurti,2934,16,5082.33
T-Shirt,4642,6,2355.72
Jacket,1731,22,7822.38
Trouser,2427,10,3619.49
Jeans,2042,17,4030.77
Jacket,3994,23,17627.69
Uniform,2300,16,4415.4
Uniform,2975,14,5744.67
Jeans,3339,18,6710.32
Dress,4946,16,12883.07
Blazer,3499,24,17436.89
Jeans,2496,16,5214.61
Dress,3717,15,9346.46
Trouser,2405,13,3561.89
Jacket,698,23,2907.84
Dress,2402,14,5672.5
T-Shirt,1091,6,571.13
Hoodie,1565,22,5159.15
Jacket,1371,24,6134.27
Kurti,1813,11,3035.43
Shirt,3279,9,2817.7
Jeans,3461,18,6667.37
Shirt,3605,8,3453.93
T-Shirt,2388,6,1461.49
Dress,4110,18,9975.24
Jeans,308,16,613.53
Hoodie,4627,17,13753.68
Shirt,738,12,771.3
Shirt,1803,10,1701.94
Blazer,1128,29,6310.99
Jacket,231,28,1107.14
Jeans,2566,13,5132.58
Jacket,1885,22,8694.88
Kurti,3560,14,6377.75
Uniform,4938,12,10191.69
Uniform,3751,16,8437.5
Blazer,117,23,573.59
Blazer,1692,22,8440.67
Blazer,971,24,5224.96
Uniform,692,18,1515.2
Uniform,1939,13,3485.33
Uniform,1065,13,2311.23
Blazer,2127,28,11900.35
Kurti,3187,16,5377.68
Kurti,2874,11,4545.25
Shirt,2869,10,2568.4
Kurti,3333,11,5670.45
Trouser,3039,13,4175.83
Dress,2820,15,7214.84
Dress,3849,17,8505.37
Jacket,1914,28,9862.05
Blazer,1091,26,5855.3
Jeans,995,12,1955.46
T-Shirt,2904,5,1757.45
Trouser,3653,15,5629.78
Trouser,4893,10,7411.06
Shirt,1463,11,1340.67
Hoodie,1364,20,3943.21
Hoodie,2379,19,7284.81
Jeans,2025,18,4468.31
Kurti,2064,15,3263.56
Hoodie,4642,22,15724.83
Jeans,2183,14,4430.28
Jacket,421,28,2053.76
Hoodie,4152,19,13487.47
T-Shirt,1680,8,934.21
Blazer,369,28,2029.66
Jacket,1515,25,6567.88
Shirt,940,11,949.11
T-Shirt,4943,8,2693.93
Hoodie,4340,18,13617.8
Dress,3116,16,6938.62
Jeans,2413,15,4983.97
Jacket,3561,23,16470.79
Kurti,1696,12,2785.28
Jeans,4088,12,7972.99
T-Shirt,2964,6,1800.73
Trouser,1432,13,2080.58
Jeans,2052,16,4027.39
Hoodie,760,19,2475.18
Shirt,915,9,915.07
Uniform,4197,17,8385.09
Uniform,4785,13,8989.62
Uniform,3233,17,7478.04
T-Shirt,2719,6,1584.09
Blazer,4464,25,23121.4
Dress,647,14,1607.02
Kurti,4555,16,7321.39
Dress,435,20,1100.27
Blazer,4050,23,20248.49
Blazer,699,22,3747.91
T-Shirt,855,6,463.31
Jacket,1361,25,6180.58
Hoodie,4925,18,16221.16
Shirt,4163,12,3935.43
Trouser,589,14,920.05
Uniform,1481,15,3150.42
Trouser,1581,14,2232.51
Jacket,1049,20,4061.33
Uniform,1407,17,3246.02
Blazer,1438,29,8034.66
Shirt,2962,9,3081.64
Uniform,2911,16,6604.93
Dress,2821,18,7461.73
Kurti,356,11,463.66
Dress,3754,18,9375.02
Jeans,707,14,1215.86
Blazer,646,22,3408.76
T-Shirt,3221,7,1639.82
T-Shirt,3552,6,2171.18
Trouser,1963,12,3107.76
Blazer,4987,25,28623.59
Uniform,2670,17,6044.55
Trouser,4042,15,6135.69
Shirt,324,11,342.94
Jeans,4252,12,8325.68
Shirt,509,12,476.5
Jeans,2959,12,5391.11
Blazer,844,26,4320.6
Trouser,2774,15,4477.22
Hoodie,3411,16,9214.12
Blazer,4475,29,22646.2
Jeans,1118,17,2110.34
Kurti,2767,10,3934.75
Uniform,2245,15,4841.42
Hoodie,4544,20,14547.64
Kurti,2786,14,4719.37
Hoodie,644,17,1842.47
Jacket,3361,30,17737.78
Trouser,1216,14,1664.77
Hoodie,820,19,2371.97
Blazer,4126,29,21787.12
Hoodie,2105,21,6816.88
Jeans,863,12,1561.88
Hoodie,999,20,3111.87
Jacket,3741,22,14756.26
Dress,2743,17,7046.33
Hoodie,1568,20,5145.19
Jeans,843,16,1824.83
Jacket,2541,24,10316.54
Jeans,3364,16,6944.39
Jeans,3190,13,5676.29
Kurti,4063,16,7216.69
Dress,3295,17,7812.62
Kurti,2467,14,4512.3
Jacket,3603,27,17776.92
Jacket,1468,22,5645.18
Jacket,1942,21,7670.07
Jeans,2293,15,4290.96
Trouser,4282,11,5722.83
Hoodie,2601,18,8125.85
Blazer,2123,29,12867.08
Dress,4218,17,10250.74
Hoodie,2869,20,8777.65
Trouser,2642,15,4179.12
Kurti,2475,16,3834.87
Kurti,784,14,1305.1
Jacket,3187,21,12591.14
Kurti,3194,15,5027.5
Kurti,987,10,1625.9
Hoodie,808,21,2649.43
T-Shirt,2119,5,1127.02
T-Shirt,2514,8,1480.47
Dress,2217,15,5001.13
Dress,3908,15,9877.06
T-Shirt,3282,7,1769.43
T-Shirt,1476,8,903.51
Blazer,2522,24,13538.98
Jeans,1629,17,3479.65
Blazer,3084,24,16959.55
T-Shirt,1711,5,929.19
Jeans,2869,17,5424.58
Trouser,3199,10,4219.96
Kurti,3643,12,5882.53
Hoodie,3336,20,9665.35
Dress,3329,17,7748.38
Jeans,2527,14,4924.84
Blazer,2178,28,12526.73
Blazer,1087,25,5997.16
Shirt,2938,9,2894.68
Kurti,298,14,452.75
Blazer,3465,29,19223.47
Kurti,4530,14,7535.43
Dress,2393,16,5869.41
Trouser,3281,11,5027.32
Uniform,4087,12,8120.83
Trouser,2098,14,3410.16
Jeans,4449,12,8352.32
Jacket,600,27,2834.28
Hoodie,4063,22,11986.97
Dress,2199,16,5110.68
Uniform,208,18,519.85
Dress,4522,15,11342.35
Kurti,1087,13,1923.88
Kurti,2688,15,4361.93
T-Shirt,2619,7,1603.26
Jeans,2524,12,4953.27
Trouser,1108,15,1718.64
Hoodie,229,18,628.54
Jacket,1723,20,7659.1
Blazer,3791,27,19479.62
Jacket,125,22,539.49
Blazer,304,22,1393.43
Kurti,3202,13,5664.09
Kurti,2545,12,3958.1
Uniform,3996,18,8979.36
Jeans,524,14,1146.38
Uniform,2237,12,4567.25
Blazer,521,27,2902.61
Uniform,2200,13,4658.09
Kurti,2522,12,3913.08
T-Shirt,3416,5,1744.96
Trouser,2003,10,2770.92
Jeans,525,13,904.71
T-Shirt,143,7,115.09
Jeans,4294,16,9117.82
Jeans,4263,14,8875.21
Jeans,3039,12,6132.52
Dress,259,19,662.81
Uniform,1113,16,2365.0
Trouser,1408,14,2129.21
T-Shirt,1877,8,1182.84
Shirt,1059,8,1027.97
Blazer,1198,24,6232.39
Shirt,4873,11,4841.75
Hoodie,4577,21,13098.68
Kurti,4654,11,7386.4
Jeans,1215,16,2265.45
Shirt,2151,8,1931.06
Blazer,2915,27,16116.76
Blazer,1673,25,8930.09
Trouser,3690,12,6067.41
Shirt,2944,9,2686.07
Jacket,1169,24,5670.63
Dress,2728,15,6280.37
Shirt,3115,10,3198.77
Hoodie,2676,16,7858.64
Blazer,3472,26,18317.4
Dress,4304,19,9975.48
Blazer,4932,27,26371.91
Trouser,900,12,1392.36
T-Shirt,1593,5,905.08
Hoodie,2991,18,9625.93
Jacket,3419,21,15380.28
T-Shirt,2260,5,1250.5
Dress,4793,18,10580.16
Trouser,2852,10,4216.79
Shirt,1180,10,1249.83
Hoodie,4247,20,13134.23
Hoodie,3184,19,10167.55
T-Shirt,699,5,459.52
Dress,1676,16,3937.6
Kurti,4878,11,7396.07
Jeans,2695,17,5373.37
Kurti,1734,13,2683.01
Hoodie,1455,16,3963.82
Hoodie,4664,17,13905.45
Jeans,4819,16,9501.48
Shirt,482,12,526.25
Kurti,1752,13,3068.29
Jeans,1811,17,3611.84
Blazer,2908,24,16066.18
Uniform,1562,14,3085.2
Uniform,3280,17,7250.46
Uniform,2860,17,6114.98
Uniform,245,15,549.24
Shirt,1386,8,1366.38
Dress,1712,18,4377.45
Trouser,2047,13,3217.56
Trouser,4774,15,7435.59
Uniform,4214,17,8790.74
Shirt,4450,8,4356.28
Hoodie,3984,20,11462.67
Trouser,2266,15,3271.02
Hoodie,3492,22,10729.55
Jacket,1686,22,7464.69
T-Shirt,3298,5,1671.5
Hoodie,3299,18,10380.88
Dress,2495,18,6139.34
Trouser,3758,13,6040.7
T-Shirt,4758,6,2443.15
Kurti,3867,14,5899.95
Kurti,1713,11,2682.49
Jacket,2250,22,8764.01
Blazer,3582,23,18096.92
T-Shirt,3737,7,2296.84
Jeans,692,15,1292.06
Blazer,4278,24,21923.28
Uniform,399,12,922.01
Dress,306,14,643.13
Trouser,2188,15,3448.0
T-Shirt,4821,6,2556.82
Dress,2067,18,5485.52
Jacket,3243,24,15272.63
Trouser,1436,10,1912.47
Uniform,3299,12,6188.53
Jacket,2804,23,13398.54
Uniform,4791,13,10029.74
Uniform,2862,17,5634.36
Jacket,1754,29,8504.31
Trouser,1032,11,1588.92
Kurti,4750,15,7344.43
Blazer,3133,22,15079.84
Jeans,3286,15,6679.9
Uniform,3922,13,8158.13
Jeans,799,16,1620.31
Dress,612,14,1510.69
Hoodie,4594,18,14998.03
Blazer,2868,23,15453.68
Kurti,1719,13,2713.71
Uniform,3826,15,7810.14
Kurti,3911,11,6743.1
Shirt,1081,8,1053.74
Jacket,3394,23,15732.77
Dress,2842,15,6211.84
Dress,671,16,1770.65
Shirt,4778,9,4718.92
Shirt,3432,8,3016.97
Dress,2124,15,5007.98
T-Shirt,1927,7,1101.55
Hoodie,3601,19,10919.48
Shirt,4274,12,4222.23
Jeans,2189,17,4171.17
Uniform,3681,17,7380.07
Trouser,4285,12,6223.58
Hoodie,747,21,2542.07
Blazer,4625,27,23682.59
Hoodie,3117,16,9043.8
Kurti,3674,14,6103.05
Shirt,1102,8,1091.13
Jeans,2085,14,4154.89
Blazer,3655,27,17755.84
Blazer,391,28,2228.24
Dress,677,15,1582.57
Dress,3141,17,6983.99
Hoodie,2709,17,8517.85
Kurti,841,16,1358.95
Jeans,3512,15,6773.53
Hoodie,2044,22,6160.42
Jacket,4681,21,19002.65
Shirt,2271,11,2293.85
Shirt,2160,8,1855.88
Dress,4672,20,11235.25
Jeans,3467,14,6555.96
T-Shirt,4318,7,2300.87
Jacket,515,23,2362.54
Uniform,4071,18,8499.15
Shirt,2001,9,1880.67
Kurti,1841,13,2827.05
Trouser,3296,13,5104.33
Jeans,2571,16,5011.65
Jeans,4360,13,8035.99
Kurti,3960,15,7281.86
Hoodie,1640,22,4960.85
T-Shirt,2061,7,1256.66
Dress,578,20,1554.16
Jeans,389,15,742.85
Trouser,2058,11,3049.16
Uniform,3951,18,8855.15
Trouser,1085,15,1810.16
Dress,2773,19,7310.59
Hoodie,2532,20,7122.99
Kurti,1264,13,1992.91
Jacket,399,22,1606.53
Dress,4975,14,11106.48
Dress,3717,18,8242.98
Hoodie,2992,18,9026.71
Trouser,3429,14,5204.54
Dress,1905,19,4475.3
T-Shirt,4885,6,2833.72
Trouser,3531,12,5330.49
Shirt,1367,10,1390.37
Uniform,2704,17,5875.65
T-Shirt,158,5,105.72
Jeans,2802,16,5572.9
Uniform,596,18,1388.59
Shirt,2434,8,2207.29
T-Shirt,3489,7,2089.45
Shirt,2884,11,3035.83
Hoodie,3823,21,11201.25
Jacket,2254,30,10256.88
Dress,3461,17,9066.95
Kurti,3273,10,5303.54
Kurti,2938,12,4969.3
Kurti,1154,12,1826.68
Shirt,4103,10,3588.37
Dress,3034,17,7690.22
Kurti,4303,16,6778.02
Dress,2563,18,6223.08
Uniform,126,14,228.68
Blazer,4213,30,25940.92
Uniform,2281,12,4341.08
Jeans,3599,13,6897.69
Shirt,2644,9,2715.4
Trouser,1467,11,1932.62
Blazer,3505,25,19754.72
Hoodie,2925,20,8386.73
Blazer,4588,24,21975.52
Jeans,4215,12,7098.69
Uniform,4214,15,8270.17
Jacket,2577,27,11695.88
Kurti,468,11,742.51
Hoodie,1987,19,5841.41
Jeans,1330,18,2943.54
Shirt,1170,10,1250.87
Kurti,4122,10,6562.02
Kurti,2529,10,4323.39
Hoodie,1514,16,4273.34
T-Shirt,2910,5,1539.91
Uniform,446,16,848.59
Uniform,593,15,1210.33
Shirt,3434,8,3037.41
T-Shirt,299,5,203.76
Jeans,4993,17,10414.3
Jacket,3891,20,16685.73
Trouser,3411,15,5767.41
Jacket,4478,21,17978.68
Kurti,2471,16,3917.43
Blazer,4175,26,21412.76
Hoodie,261,22,822.51
Jeans,1957,15,3648.43
Blazer,2256,26,11330.03
T-Shirt,2403,7,1423.91
Shirt,3413,8,3248.56
Jacket,818,26,3333.32
Shirt,163,11,142.25
T-Shirt,2614,8,1671.07
Blazer,1515,30,9016.56
Blazer,2341,28,12132.48
Uniform,3184,16,6989.05
T-Shirt,1707,7,1004.62
Shirt,4921,11,4869.0
Jeans,1445,13,2593.04
Kurti,108,13,289.65
Trouser,3816,13,5310.65
Uniform,3062,12,6473.49
Trouser,443,10,532.21
Uniform,298,12,554.41
Blazer,3141,29,16988.37
Jeans,3370,15,6581.73
Blazer,2281,28,12861.19
Trouser,1121,11,1656.74
Kurti,1471,12,2174.1
Jacket,4374,26,20374.27
T-Shirt,696,5,388.19
Blazer,418,25,2212.61
Shirt,660,9,674.84
Blazer,1254,23,7037.4
Kurti,1320,14,2025.97
Jacket,819,21,3807.88
Kurti,3269,14,5893.72
Uniform,3430,18,7023.99
Dress,1245,14,2823.16
Jacket,874,29,4273.55
Jeans,1089,18,2106.5
Blazer,3059,27,17648.27
Dress,4375,16,10116.29
Jeans,331,15,671.83
Jacket,4478,23,18995.69
Trouser,3105,12,4215.14
Uniform,2839,15,5954.42
Trouser,4790,12,6561.78
Hoodie,1005,17,3186.8
Uniform,4718,13,8832.49
Jacket,1392,22,6219.18
Trouser,654,13,931.8
Uniform,4819,16,10126.09
Trouser,1093,13,1638.77
Jeans,4836,13,9069.55
Jeans,894,13,1594.72
Jacket,3662,27,17639.65
Dress,4306,20,11382.18
Kurti,3547,12,5525.94
Blazer,3848,23,18553.45
Jacket,3667,24,15815.95
Jeans,2439,18,5071.99
Jacket,4852,24,21993.99
Kurti,4127,10,6046.29
Dress,3942,20,10132.5
Jacket,2527,29,12394.3
Blazer,2374,26,12330.29
Uniform,132,14,268.42
Kurti,346,16,607.88
T-Shirt,2062,8,1164.93
Trouser,4559,15,7414.53
Jacket,326,22,1500.36
Hoodie,2173,20,6665.27
Dress,860,19,2124.68
Shirt,3318,9,3227.07
Kurti,4745,16,7711.31
Dress,3763,17,9880.39
T-Shirt,100,7,85.93
Dress,2143,16,5420.04
Jacket,1790,23,7203.93
Blazer,2064,29,10835.16
Shirt,2161,10,2008.68
Jeans,1564,17,3267.65
Hoodie,3287,21,10354.26
Shirt,1602,12,1547.33
Jeans,3162,16,6614.33
Dress,3635,16,9274.94
Kurti,2350,15,3962.24
Blazer,1068,27,5868.33
Trouser,904,10,1326.25
Kurti,4267,13,6491.96
Uniform,200,12,344.24
Kurti,220,15,363.25
Jeans,4513,14,8298.13
Blazer,120,23,579.25
Dress,2651,15,6554.61
Uniform,442,17,1030.92
Jacket,3365,21,13957.27
Uniform,2630,12,5175.55
Trouser,116,15,161.54
Hoodie,879,16,2554.38
Blazer,2569,23,13426.32
Trouser,776,15,1165.03
Blazer,3716,22,19116.49
Blazer,4697,30,23807.34
Hoodie,4416,17,12879.16
Hoodie,1030,22,3509.56
Dress,1371,18,3374.0
T-Shirt,4233,8,2529.46
Shirt,152,11,137.28
Jeans,4130,14,7665.44
Trouser,3422,12,5025.79
Trouser,584,13,849.87
Shirt,3092,10,2897.69
Hoodie,2814,22,8430.01
T-Shirt,4364,7,2571.49
Uniform,4333,15,8540.38
Kurti,2710,11,4465.11
Hoodie,1788,21,5262.81
Jacket,165,23,681.38
Blazer,2117,23,10821.27
Dress,4181,16,10026.88
Jeans,4328,17,8037.48
Blazer,1519,29,8608.84
Dress,4516,16,9984.54
Hoodie,4231,22,14595.89
Trouser,3203,15,4995.61
Trouser,4908,12,6684.51
Jeans,2112,14,3782.99
Jeans,2903,12,5325.63
Jeans,1203,18,2561.45
Kurti,826,10,1215.79
Dress,4809,15,11398.14
Jeans,4137,14,7673.73
Blazer,1047,25,5195.4
Kurti,2639,11,4207.45
Kurti,4189,10,6941.42
T-Shirt,2799,5,1657.57
Dress,3709,20,9621.25
Dress,247,18,611.11
Jacket,1039,23,4436.93
Shirt,1323,12,1372.24
T-Shirt,3485,5,1898.5
Jeans,2117,16,4564.94
Jacket,2568,27,12030.46
Jeans,3956,14,8103.74
Jeans,3001,13,5314.97
Hoodie,771,18,2309.13
T-Shirt,1517,6,750.83
Trouser,3354,14,4997.04
Dress,133,14,304.0
Hoodie,3381,21,11307.52
Dress,1356,15,2985.0
Jacket,3402,25,14099.96
Trouser,4031,15,6000.32
Dress,3313,17,7539.33
T-Shirt,4146,6,2259.2
Jacket,1674,28,7871.67
T-Shirt,3767,7,2391.92
Trouser,4908,14,8140.31
Trouser,3573,13,5913.0
Jacket,3403,24,14808.89
Shirt,601,10,607.49
Trouser,511,11,739.28
Blazer,452,26,2267.89
Hoodie,946,22,2991.79
Jeans,3909,15,7101.53
Dress,3930,16,9208.63
Jacket,3701,25,15170.89
Shirt,1111,9,1092.45
Blazer,4706,25,25468.17
Shirt,3784,10,3780.17
Hoodie,1147,18,3427.92
Blazer,1661,25,8073.6
T-Shirt,2458,8,1500.02
Trouser,1090,10,1661.65
Blazer,1561,29,9451.34
Kurti,2234,16,3682.05
Dress,4693,17,12114.67
Shirt,516,10,552.67
Dress,952,16,2109.58
Uniform,1811,17,4261.53
T-Shirt,2360,8,1403.91
Shirt,668,10,646.0
T-Shirt,817,6,464.45
Hoodie,2585,22,8786.41
Kurti,4330,13,7809.49
Shirt,1421,12,1516.89
Kurti,4091,16,7486.59
Jacket,3093,29,15523.52
Trouser,810,12,1191.85
Trouser,2147,12,2976.21
Hoodie,2110,17,6108.33
Uniform,4094,16,8206.54
Dress,4743,17,11819.78
T-Shirt,1964,8,1132.06
Uniform,802,17,1629.8
Uniform,483,14,1083.73
Blazer,1883,27,10499.81
Shirt,362,12,326.55
Blazer,639,27,3704.06
Jeans,2519,12,4456.26
Kurti,1635,11,2816.92
Blazer,4290,28,21391.27
Blazer,2472,28,13212.24
Jacket,3810,29,17844.7
Trouser,4914,15,7302.56
Uniform,276,13,539.95
Blazer,3852,26,20156.06
Kurti,4855,13,8192.12
Jacket,4058,28,17726.17
Jacket,623,30,3225.19
Jacket,1935,22,8683.42
Jacket,2141,26,10554.49
Hoodie,1727,19,4896.36
Dress,729,14,1747.09
Uniform,2889,15,5775.67
Jeans,364,17,705.88
Hoodie,2806,22,9203.28
Shirt,2494,11,2445.19
Hoodie,3115,22,9952.02
Blazer,2148,23,9892.86
Jacket,3033,29,15430.3
Hoodie,583,21,1779.01
Kurti,878,13,1292.28
Hoodie,3377,17,9972.82
Uniform,1752,13,3455.83
Hoodie,2531,19,6959.04
Jeans,663,13,1277.14
Uniform,1290,15,2891.24
Trouser,2663,15,4402.43
Jeans,1142,16,2232.4
Jacket,587,29,2835.05
Blazer,1267,24,6303.48
Jeans,551,17,1157.46
Jacket,4497,27,22628.68
Shirt,1903,10,1861.25
Trouser,4228,14,6986.72
Kurti,1944,14,3211.43
Dress,1766,14,4055.98
Shirt,2518,11,2448.3
Trouser,3467,11,5269.09
Jeans,2293,12,4539.26
Jeans,3122,13,6151.11
Blazer,4374,26,22783.27
Dress,4188,15,9765.26
T-Shirt,1619,6,929.17
T-Shirt,4135,5,2444.0
T-Shirt,4742,7,2568.97
Uniform,3883,16,8642.13
Jeans,4095,15,8383.21
Kurti,1295,11,1923.55
Dress,1856,17,4071.77
Blazer,2473,25,12786.87
Trouser,2467,11,3716.32
Uniform,1360,17,2773.37
Uniform,2531,12,4818.74
Blazer,1238,24,6129.11
Hoodie,3521,18,10895.56
Hoodie,2300,21,6869.86
Shirt,3425,11,3270.53
